run_id,market,model,feature_set,seed,config_sha256,aligned_warmup_rows,matched_plan_path,dataset_path,dataset_sha256,git_revision,python_version,platform,forecastle_version,torch_version,device_requested,worker_device,physical_gpu_id,divergence,matched_plan_sha256,status,last_action,started_at,completed_at,duration_seconds,artifact_dir,last_checked_at,source_batch
us_sp500__linear_regression__indicators__seed42,us_sp500,linear_regression,indicators,42,001cbcbc416f52c5b484b81b6b57bb3cc47714f6d5e792a0f5685b6eb47aa46a,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_baselines/matched_origins/us_sp500_plan.csv,data/raw/sp500_g7_2006_2026.csv,10f4c55ac164d62e8c2baf113d41cb486f99bf0f14bbc0d3d69b8dbb0f83e958,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:0,0,False,f9d2bf87df0222123396af11fd8eeb0100af1ad26282c95edaff760568a8e40e,completed,skipped,2026-07-23T18:01:52.386380+00:00,2026-07-23T18:02:06.782334+00:00,14.386374911999836,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_baselines/runs/us_sp500__linear_regression__indicators__seed42/artifacts/20260723_180152_507874,2026-07-23T23:45:02.908430+00:00,g7_stage1_expanding_recursive_baselines
canada_tsx__cnn1d__close__seed1,canada_tsx,cnn1d,close,1,9d1196440f03a6b3ca4fcabad5b6f8c5415e0c7bbc36e38c67d9c40a1d4050d0,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T17:58:23.461959+00:00,2026-07-23T18:00:30.045693+00:00,126.57609618600009,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__cnn1d__close__seed1/artifacts/20260723_175823_549194,2026-07-23T23:45:02.702147+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__cnn1d__close__seed42,canada_tsx,cnn1d,close,42,68d05aa86db5f54916672b5baa1a336435624ed20bb51882cb843b003f8d947e,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:00:30.047657+00:00,2026-07-23T18:02:24.799001+00:00,114.74420893600018,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__cnn1d__close__seed42/artifacts/20260723_180030_133644,2026-07-23T23:45:02.828173+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__cnn1d__close__seed2026,canada_tsx,cnn1d,close,2026,1281c7f672b59c797b57e8c91e2912ecaddc524efa697925a732a789b36c3153,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:02:24.800914+00:00,2026-07-23T18:03:52.250587+00:00,87.44358479499988,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__cnn1d__close__seed2026/artifacts/20260723_180224_884591,2026-07-23T23:45:02.956140+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__cnn1d__indicators__seed1,canada_tsx,cnn1d,indicators,1,6c9640da23902421f072ca7572404e3daf5d40eb8167407eae8069aea96dc293,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:03:52.252450+00:00,2026-07-23T18:05:28.473671+00:00,96.21474143199998,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__cnn1d__indicators__seed1/artifacts/20260723_180352_344414,2026-07-23T23:45:03.081400+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__cnn1d__indicators__seed42,canada_tsx,cnn1d,indicators,42,9a8454b6ae846c3d193de3869c6c6a13b83152bd2f43840810b5b5ad2a2830a5,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:05:28.475595+00:00,2026-07-23T18:07:16.487363+00:00,108.00546210399988,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__cnn1d__indicators__seed42/artifacts/20260723_180528_564434,2026-07-23T23:45:03.205386+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__cnn1d__indicators__seed2026,canada_tsx,cnn1d,indicators,2026,eeae0f0a7b655fa19a35b74131601f88d6d78c447b74e84b30082f40cea2e95b,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:07:16.489256+00:00,2026-07-23T18:08:58.074049+00:00,101.57844693399989,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__cnn1d__indicators__seed2026/artifacts/20260723_180716_579564,2026-07-23T23:45:03.328352+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__lstm_gru__close__seed1,canada_tsx,lstm_gru,close,1,6465aea51882402480b40ca2ed5dd890eb12420351c79a5d99e9f0535f9d2afd,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:08:58.075910+00:00,2026-07-23T18:11:02.599052+00:00,124.51602567100008,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__lstm_gru__close__seed1/artifacts/20260723_180858_161832,2026-07-23T23:45:03.440845+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__lstm_gru__close__seed42,canada_tsx,lstm_gru,close,42,ddb541c71cfe3a2dec39c3c88a6119841b464de56b632c27e7d0d4423e49b7f0,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:11:02.601417+00:00,2026-07-23T18:13:14.024387+00:00,131.41341237799998,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__lstm_gru__close__seed42/artifacts/20260723_181102_699140,2026-07-23T23:45:03.557482+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__lstm_gru__close__seed2026,canada_tsx,lstm_gru,close,2026,120ff6f4e70f896e7c30093d33394725fc1ee49e0ba1d36e64a092b51bff8fd4,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:13:14.026134+00:00,2026-07-23T18:15:20.206850+00:00,126.17416843399997,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__lstm_gru__close__seed2026/artifacts/20260723_181314_106189,2026-07-23T23:45:03.679864+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__lstm_gru__indicators__seed1,canada_tsx,lstm_gru,indicators,1,e0b3c153024fad6915a201f185e2a54afd914462c3687381ee89d3584d1b2c9f,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:15:20.208594+00:00,2026-07-23T18:17:16.817343+00:00,116.60246890699976,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__lstm_gru__indicators__seed1/artifacts/20260723_181520_300983,2026-07-23T23:45:03.809242+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__lstm_gru__indicators__seed42,canada_tsx,lstm_gru,indicators,42,5484b76d763fa8fe1f3a2cf2b5be6fe9d88a5ee26f68e09245843bcfeac91b75,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:17:16.819062+00:00,2026-07-23T18:19:17.956720+00:00,121.13135280400002,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__lstm_gru__indicators__seed42/artifacts/20260723_181716_909922,2026-07-23T23:45:03.969611+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__lstm_gru__indicators__seed2026,canada_tsx,lstm_gru,indicators,2026,049a2e70b649ec2221606ee2147ad384bf0d10c8a367cd05d22149ac18b539b7,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:19:17.958717+00:00,2026-07-23T18:21:19.733055+00:00,121.76742624200006,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__lstm_gru__indicators__seed2026/artifacts/20260723_181918_050988,2026-07-23T23:45:04.098118+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__dnfs__close__seed1,canada_tsx,dnfs,close,1,765c5da79d94aed4983f219b75fe5c02cb27e8b4e36305bbde3b1d49f1285a34,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:21:19.734859+00:00,2026-07-23T18:23:57.589241+00:00,157.84807692999993,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__dnfs__close__seed1/artifacts/20260723_182119_816504,2026-07-23T23:45:04.221101+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__dnfs__close__seed42,canada_tsx,dnfs,close,42,7ad32e6c319f15a87f4099e9cf108c2c53a472b228ba13fc3efc66b1896c50ea,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:23:57.591511+00:00,2026-07-23T18:26:49.692163+00:00,172.09418132700011,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__dnfs__close__seed42/artifacts/20260723_182357_679222,2026-07-23T23:45:04.347978+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__dnfs__close__seed2026,canada_tsx,dnfs,close,2026,fb19c09dbf35b1840ca42d629ccff59a346a518ce4541739066e0b4f9c686415,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:26:49.694037+00:00,2026-07-23T18:29:37.204212+00:00,167.50340282900015,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__dnfs__close__seed2026/artifacts/20260723_182649_775702,2026-07-23T23:45:04.467814+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__dnfs__indicators__seed1,canada_tsx,dnfs,indicators,1,e198f2bbe20cd768f4d0d67f83e3c060834043cb25ebc63fea502e2aba8e6399,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:29:37.205992+00:00,2026-07-23T18:32:11.722978+00:00,154.51055161399972,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__dnfs__indicators__seed1/artifacts/20260723_182937_294299,2026-07-23T23:45:04.588030+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__dnfs__indicators__seed42,canada_tsx,dnfs,indicators,42,6134199ea7f25d62fb476c0b46674ef1a253b87c705223ae2b42644cd7aa24b8,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:32:11.724895+00:00,2026-07-23T18:34:54.436887+00:00,162.70551775500007,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__dnfs__indicators__seed42/artifacts/20260723_183211_816064,2026-07-23T23:45:04.824150+00:00,g7_stage1_expanding_recursive_neural
canada_tsx__dnfs__indicators__seed2026,canada_tsx,dnfs,indicators,2026,126ba66fa7ee123bf987f4149076501670bae59c75e248488909cc86ea813806,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/canada_tsx_plan.csv,data/raw/tsx.csv,fadb5125873db514ca4ae863b3f7a0e4ead14d7b1777df7cb1288a110c43647c,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,28a0cb2c2022ce8a8fd8638521a5970875e6319278525c276f9efaf1f8aef3b4,completed,skipped,2026-07-23T18:34:54.438767+00:00,2026-07-23T18:37:24.367798+00:00,149.92291749600008,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/canada_tsx__dnfs__indicators__seed2026/artifacts/20260723_183454_526024,2026-07-23T23:45:04.948687+00:00,g7_stage1_expanding_recursive_neural
france_cac40__cnn1d__close__seed1,france_cac40,cnn1d,close,1,b37292615d8c9e3b0db707ea4ef5cb6e1621dc74d46a88646300597e1b98a49e,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:37:24.369731+00:00,2026-07-23T18:38:52.338327+00:00,87.96220197999992,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__cnn1d__close__seed1/artifacts/20260723_183724_456989,2026-07-23T23:45:05.072341+00:00,g7_stage1_expanding_recursive_neural
france_cac40__cnn1d__close__seed42,france_cac40,cnn1d,close,42,6c4e5f6e28bdad0bd16f408443e36b6ce5c98866b25153c96257ca86b7fe3b6b,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:38:52.340337+00:00,2026-07-23T18:40:32.686366+00:00,100.33914677600023,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__cnn1d__close__seed42/artifacts/20260723_183852_446179,2026-07-23T23:45:05.193433+00:00,g7_stage1_expanding_recursive_neural
france_cac40__cnn1d__close__seed2026,france_cac40,cnn1d,close,2026,697306716bde8f476de9ff102d971bf8924a2b50ab81eff720e2e41b932b60c4,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:40:32.688231+00:00,2026-07-23T18:42:05.633376+00:00,92.93801545099996,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__cnn1d__close__seed2026/artifacts/20260723_184032_772044,2026-07-23T23:45:05.321867+00:00,g7_stage1_expanding_recursive_neural
france_cac40__cnn1d__indicators__seed1,france_cac40,cnn1d,indicators,1,6ce208733e0ebdbca8249c518bd2ea970caf15ba35ec6caf9b9d4975bacd61dd,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:42:05.635344+00:00,2026-07-23T18:43:39.425183+00:00,93.78341966500012,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__cnn1d__indicators__seed1/artifacts/20260723_184205_729789,2026-07-23T23:45:05.448068+00:00,g7_stage1_expanding_recursive_neural
france_cac40__cnn1d__indicators__seed42,france_cac40,cnn1d,indicators,42,c94a400150203935cea7e7c5959ea418cee97f1ee9206b1a13bc27ff028c06bc,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:43:39.427369+00:00,2026-07-23T18:45:07.456737+00:00,88.02274783800021,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__cnn1d__indicators__seed42/artifacts/20260723_184339_518279,2026-07-23T23:45:05.584111+00:00,g7_stage1_expanding_recursive_neural
france_cac40__cnn1d__indicators__seed2026,france_cac40,cnn1d,indicators,2026,55dd635821c837200ecb41c0038f5e2c6562630adda60cb26e20176fa53bba21,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:45:07.458813+00:00,2026-07-23T18:46:41.400773+00:00,93.93518579200008,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__cnn1d__indicators__seed2026/artifacts/20260723_184507_552345,2026-07-23T23:45:05.705022+00:00,g7_stage1_expanding_recursive_neural
france_cac40__lstm_gru__close__seed1,france_cac40,lstm_gru,close,1,35852d8c3c5184be2321f0d7c815a9092acdf471de1a96d417fc06d795d08d27,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:46:41.402723+00:00,2026-07-23T18:48:57.886031+00:00,136.4767734420002,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__lstm_gru__close__seed1/artifacts/20260723_184641_488025,2026-07-23T23:45:05.829069+00:00,g7_stage1_expanding_recursive_neural
france_cac40__lstm_gru__close__seed42,france_cac40,lstm_gru,close,42,ce9afe8e34f46205b6083e91f06046a5f83afb2938373cdc160b46a8bd35d104,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:48:57.887863+00:00,2026-07-23T18:51:10.368829+00:00,132.47379240700002,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__lstm_gru__close__seed42/artifacts/20260723_184857_970597,2026-07-23T23:45:05.957520+00:00,g7_stage1_expanding_recursive_neural
france_cac40__lstm_gru__close__seed2026,france_cac40,lstm_gru,close,2026,886741d4a4336b833429db8602726554d92860bf622d889118e9893d6ce50251,33,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/matched_origins/france_cac40_plan.csv,data/raw/cac40.csv,2d544f7aa0e744843883bc156cd34d53973ad6954c4684275fb3b1af28538e13,2ba135f24dbe533e013485e62c3f128777042146,3.12.13,Linux-6.12.90+-x86_64-with-glibc2.35,0.1.0,2.12.1+cu130,cuda,cuda:1,1,False,7cc9618277eef91c5e5cf5be0c316e66f17d0990002c0954df4f6943d3d8ef98,completed,skipped,2026-07-23T18:51:10.370683+00:00,2026-07-23T18:53:19.348629+00:00,128.97125818199947,outputs/batches/g7_staged_2006_2026/g7_stage1_expanding_recursive_neural/runs/france_cac40__lstm_gru__close__seed2026/artifacts/20260723_185110_451641,2026-07-23T23:45:06.087461+00:00,g7_stage1_expanding_recursive_neural
